ticker,name,sector,price_12,price_11,price_10,price_9,price_8,price_7,price_6,price_5,price_4,price_3,price_2,price_1,current_price
A,A,Other,148.63,126.33,114.05,106.46,111.05,120.45,113.5,125.21,138.58,144.69,150.1,137.95,137.95
AAPL,Apple Inc,Technology,228.01,238.03,223.19,213.32,201.7,207.82,202.38,229.72,255.45,269.05,283.1,271.01,271.01
ABBV,AbbVie Inc,Healthcare,190.14,211.48,206.27,193.34,186.99,189.99,195.22,211.92,244.38,211.96,225.11,229.31,229.31
ABNB,Airbnb Inc,Consumer,129.78,140.98,121.18,124.01,129.62,135.41,128.02,127.59,122.32,126.8,118.8,133.01,133.01
ABT,Abbott Labs,Healthcare,128.45,140.22,131.69,130.88,133.57,136.26,127.29,131.46,133.47,123.84,128.01,124.19,124.19
ACGL,ACGL,Other,93.1,92.98,96.14,89.67,96.27,91.5,88.0,91.32,90.31,86.0,93.16,93.86,93.86
ACN,Accenture plc,Technology,385.21,344.99,313.58,300.53,314.47,302.62,255.37,256.17,243.71,248.44,257.43,259.95,259.95
ADBE,Adobe Inc,Technology,438.6,440.72,383.2,374.63,403.4,392.1,347.8,345.63,343.72,337.47,322.85,333.3,333.3
ADI,ADI,Other,205.24,228.53,199.18,193.74,215.45,240.64,221.71,248.32,239.28,233.61,266.51,273.74,273.74
ADM,ADM,Other,50.02,46.58,48.21,47.58,48.1,54.45,53.85,62.05,59.25,60.09,60.52,59.05,59.05
ADP,ADP,Other,307.32,318.64,306.54,298.69,325.8,310.13,300.44,299.77,291.61,257.17,255.84,252.88,252.88
ADSK,ADSK,Other,306.23,272.03,264.61,273.49,295.26,311.67,297.02,319.16,315.73,303.64,305.12,286.73,286.73
AEE,AEE,Other,96.01,103.67,100.67,98.09,97.15,96.39,102.11,99.72,103.43,101.54,103.0,100.86,100.86
AEP,AEP,Other,99.36,107.7,108.37,107.54,103.18,104.39,113.58,110.09,112.75,119.92,120.51,115.81,115.81
AES,AES,Other,10.71,11.19,12.37,9.95,10.18,10.77,13.23,13.41,15.37,13.62,13.99,14.82,14.82
AFL,AFL,Other,106.71,110.14,112.45,103.52,103.8,105.78,98.09,105.62,110.75,106.97,109.55,110.24,110.24
AIG,AIG,Other,73.1,82.59,86.81,80.84,85.76,85.87,77.0,81.05,79.64,78.96,76.61,84.27,84.27
AIZ,AIZ,Other,212.44,209.92,211.56,191.63,204.23,197.66,186.48,214.57,217.48,212.11,225.43,237.72,237.72
AJG,AJG,Other,309.0,341.8,343.86,317.64,348.77,319.49,284.17,302.57,305.84,242.98,246.1,256.0,256.0
AKAM,AKAM,Other,98.0,81.0,80.6,81.11,76.17,79.61,74.38,76.98,75.84,74.53,87.71,85.1,85.1
ALB,ALB,Other,80.45,69.95,71.82,59.32,55.09,62.9,67.9,79.54,84.47,96.53,128.33,143.93,143.93
ALGN,ALGN,Other,215.82,175.09,158.08,176.74,178.51,194.28,136.52,137.16,127.52,138.53,146.72,156.03,156.03
ALL,ALL,Other,191.98,202.06,207.5,197.24,212.64,200.14,199.77,203.34,210.68,191.25,210.0,203.82,203.82
ALLE,ALLE,Other,128.73,126.52,131.0,138.69,139.41,147.65,165.13,167.99,176.73,164.68,165.17,160.91,160.91
AMAT,AMAT,Other,178.8,152.13,145.66,148.96,157.27,183.76,179.99,157.57,217.74,237.71,254.75,268.87,268.87
AMCR,AMCR,Other,47.8,50.65,49.05,45.4,45.15,47.35,46.5,42.1,40.95,39.3,42.7,42.05,42.05
AMD,AMD Inc,Technology,114.27,98.23,102.78,96.65,114.63,136.11,171.7,162.32,164.01,259.65,219.76,223.47,223.47
AME,AME,Other,184.13,186.55,171.89,167.26,176.32,183.06,182.36,184.81,187.44,198.71,195.61,209.14,209.14
AMGN,AMGN,Other,288.87,310.78,306.92,283.78,288.47,290.52,296.88,286.92,298.5,296.3,337.49,327.64,327.64
AMP,AMP,Other,537.12,531.92,488.68,470.53,510.13,538.6,501.52,512.82,486.6,452.38,454.91,493.77,493.77
AMT,AMT,Other,185.37,209.61,219.44,224.03,214.11,224.47,212.1,200.49,193.32,176.64,176.27,174.8,174.8
AMZN,Amazon.com Inc,Consumer,237.42,205.02,192.17,190.2,206.65,220.46,214.75,225.34,220.63,254.0,233.88,226.5,226.5
ANET,ANET,Other,111.5,86.01,78.49,87.84,89.78,98.91,117.57,135.87,149.27,157.59,128.11,133.6,133.6
AON,AON,Other,374.88,409.32,398.81,351.54,376.16,356.93,353.46,371.96,360.13,339.84,351.17,344.27,344.27
AOS,AOS,Other,67.04,66.38,65.6,67.41,63.01,67.76,70.41,70.38,73.1,65.66,66.02,68.32,68.32
APA,APA,Other,21.47,18.89,21.13,16.22,17.33,18.94,18.46,23.84,25.06,22.49,25.28,25.36,25.36
APD,Air Products,Materials,338.07,310.65,293.45,272.16,278.7,285.47,281.75,292.19,268.7,239.36,260.86,250.47,250.47
APH,APH,Other,70.12,63.45,66.07,78.63,90.36,97.39,104.31,109.25,124.66,141.55,139.22,139.71,139.71
APO,APO,Other,167.12,144.58,138.37,137.89,130.52,141.63,138.29,135.84,129.95,123.95,131.39,146.61,146.61
APP,APP,Other,365.44,337.34,282.7,279.49,401.91,336.69,379.17,481.73,704.09,632.14,623.59,618.32,618.32
APTV,APTV,Other,60.68,64.01,59.15,56.96,65.3,71.67,65.65,78.39,87.1,81.77,76.94,78.44,78.44
ARE,ARE,Other,94.58,101.5,91.15,73.42,69.6,74.49,76.01,80.91,83.46,55.69,53.1,48.97,48.97
ARES,ARES,Other,196.52,169.76,149.44,152.27,166.79,174.73,182.83,179.78,154.14,155.5,159.51,166.33,166.33
ATO,ATO,Other,143.4,153.63,154.94,160.18,154.64,153.65,155.81,165.46,169.38,172.7,171.72,169.36,169.36
AVB,AVB,Other,220.31,228.08,214.51,209.0,207.15,203.28,184.44,189.02,191.37,175.37,179.65,180.48,180.48
AVGO,Broadcom Inc,Technology,217.73,187.37,168.52,197.33,248.71,264.74,288.64,298.24,333.39,362.55,386.08,347.62,347.62
AVY,AVY,Other,183.34,185.92,179.56,169.41,176.18,181.08,165.82,169.31,162.49,174.27,172.53,182.44,182.44
AWK,AWK,Other,125.76,139.57,147.0,146.43,142.42,142.56,145.72,141.41,136.07,125.97,131.0,130.32,130.32
AXON,AXON,Other,658.11,525.75,541.2,621.1,758.57,775.38,742.47,743.59,711.34,724.1,533.21,563.45,563.45
AXP,American Express,Finance,316.53,295.49,270.48,268.54,295.33,322.53,294.27,331.18,328.56,361.62,360.31,372.73,372.73
AZO,AZO,Other,3432.2,3477.76,3813.27,3732.92,3749.81,3718.59,3858.86,4179.84,4247.96,3576.14,3946.99,3303.82,3303.82
BA,Boeing Co,Industrial,175.87,170.06,168.17,182.89,211.47,209.79,221.9,237.38,215.2,204.55,186.46,227.77,227.77
BAC,Bank of America,Finance,46.21,45.56,41.49,40.17,44.08,48.15,45.66,50.42,50.68,53.56,53.24,55.95,55.95
BALL,BALL,Other,55.68,52.14,52.4,51.22,52.15,57.88,57.14,51.06,50.47,47.11,49.03,53.35,53.35
BAX,BAX,Other,31.64,34.86,34.02,30.67,29.55,31.23,21.96,24.17,23.36,18.21,19.08,19.5,19.5
BBY,BBY,Other,83.78,86.74,74.37,67.04,68.27,70.65,64.12,74.46,77.35,81.52,77.24,69.18,69.18
BDX,BDX,Other,247.61,228.45,226.04,169.54,169.4,177.67,176.37,188.15,190.94,177.3,191.82,194.94,194.94
BEN,BEN,Other,20.72,19.85,19.31,18.74,21.3,24.34,23.95,25.42,22.54,22.84,22.54,23.8,23.8
BF-B,BF-B,Other,31.91,33.04,33.5,34.16,33.2,27.85,28.75,29.14,27.55,27.53,29.72,26.14,26.14
BG,BG,Other,75.16,71.83,77.85,78.48,78.37,80.25,78.0,81.42,82.49,94.02,96.42,92.64,92.64
BIIB,BIIB,Other,142.34,141.71,132.03,120.93,131.14,130.07,131.95,139.63,154.22,151.44,177.78,177.82,177.82
BK,BK,Other,85.19,88.35,83.77,80.91,88.98,90.65,99.81,104.7,106.83,108.06,111.81,117.04,117.04
BKNG,Booking Holdings,Consumer,4692.9,4946.15,4685.75,5101.43,5538.91,5730.73,5386.29,5505.55,5350.56,5030.55,4891.81,5323.2,5323.2
BKR,BKR,Other,47.4,43.6,44.8,36.19,37.32,38.69,43.51,45.36,48.36,48.64,50.16,47.14,47.14
BLDR,BLDR,Other,162.91,134.92,125.61,111.93,105.63,126.91,130.18,137.36,126.74,112.97,113.18,104.63,104.63
BLK,BlackRock Inc,Finance,1013.75,966.47,944.08,916.14,978.07,1054.27,1091.8,1114.77,1141.07,1068.83,1039.94,1085.06,1085.06
BMY,BMY,Healthcare,59.95,59.87,59.55,49.61,48.79,47.51,44.23,47.41,47.43,46.02,49.18,53.46,53.46
BR,BR,Other,238.65,244.83,244.72,228.01,242.39,244.73,244.65,251.96,234.6,221.18,226.55,220.47,220.47
BRK-B,Berkshire Hathaway,Finance,464.61,510.08,532.99,530.23,502.81,489.61,472.84,501.14,498.2,475.68,508.55,496.85,496.85
BRO,BRO,Other,105.54,119.87,124.11,109.02,113.4,108.93,92.24,95.43,92.76,77.82,81.18,77.62,77.62
BSX,BSX,Other,103.07,104.87,101.24,103.19,104.17,104.78,105.41,106.66,95.85,98.59,101.01,94.71,94.71
BX,BX,Other,173.54,158.53,142.8,133.39,138.81,152.77,170.4,169.55,168.1,144.42,146.35,158.8,158.8
BXP,BXP,Other,71.68,68.03,66.96,64.28,67.59,68.12,64.62,72.4,76.32,70.61,71.97,67.82,67.82
C,Citigroup Inc,Finance,79.61,77.17,70.54,68.14,75.8,86.27,91.83,94.78,98.71,101.61,102.68,118.7,118.7
CAG,CAG,Other,25.46,26.05,26.6,24.18,22.76,21.05,18.51,18.77,19.3,17.29,17.67,17.3,17.3
CAH,CAH,Other,125.33,129.18,137.13,145.53,155.25,164.4,156.0,149.55,157.93,190.22,208.0,205.72,205.72
CARR,CARR,Other,63.15,63.26,63.54,69.8,70.34,74.3,66.92,63.5,59.46,57.86,54.25,53.52,53.52
CAT,Caterpillar Inc,Industrial,361.55,332.04,330.57,313.96,344.67,390.92,428.69,416.05,480.82,570.59,568.06,598.41,598.41
CB,CB,Other,273.93,289.69,301.4,283.29,299.93,289.59,267.4,276.81,281.41,278.25,293.88,310.06,310.06
CBOE,CBOE,Other,209.55,214.96,225.04,221.21,231.1,232.0,247.79,231.88,241.57,246.92,255.28,248.11,248.11
CBRE,CBRE,Other,142.57,140.62,131.01,123.52,124.56,141.62,153.94,159.56,156.56,150.61,159.34,160.19,160.19
CCI,CCI,Other,89.33,95.86,104.61,106.3,99.89,103.72,106.88,98.1,95.71,89.52,88.5,88.7,88.7
CCL,CCL,Other,27.05,23.26,19.39,18.63,23.54,28.64,29.07,31.16,28.36,28.71,25.93,30.92,30.92
CDNS,CDNS,Other,298.3,241.74,258.79,299.73,292.53,309.46,356.97,342.81,351.97,335.41,309.62,310.4,310.4
CDW,CDW,Other,198.44,172.5,162.08,162.4,174.76,181.16,168.86,162.27,158.99,154.83,143.03,133.16,133.16
CEG,CEG,Other,306.31,232.29,206.94,240.62,313.43,307.92,340.77,307.19,350.9,377.71,359.05,366.25,366.25
CF,CF,Other,92.47,77.97,79.59,79.62,92.97,92.49,91.56,87.43,86.43,84.41,79.8,80.13,80.13
CFG,CFG,Other,46.37,45.05,40.59,37.29,40.06,46.1,46.82,51.6,52.74,51.01,54.58,59.39,59.39
CHD,CHD,Other,106.43,112.06,109.47,92.38,99.04,97.64,94.01,93.25,87.92,86.28,84.58,82.64,82.64
CHRW,CHRW,Other,98.1,100.37,102.76,90.28,96.12,98.31,113.86,128.89,132.66,152.15,160.32,163.72,163.72
CHTR,CHTR,Other,341.5,370.66,370.91,383.0,394.78,418.22,264.69,264.42,275.1,222.2,196.94,209.28,209.28
CI,CI,Other,292.46,311.51,331.0,335.18,314.99,334.39,262.23,300.72,291.65,258.62,273.57,279.12,279.12
CINF,CINF,Other,136.93,147.48,147.45,139.84,151.6,149.38,146.19,152.95,159.79,153.66,166.03,161.49,161.49
CL,CL,Other,87.03,92.81,93.9,90.69,91.93,92.04,83.51,84.39,79.01,74.98,79.94,77.69,77.69
CLX,CLX,Other,159.78,155.89,147.91,138.54,130.29,123.54,123.1,119.98,122.68,109.14,106.41,100.85,100.85
CMCSA,CMCSA,Other,31.11,33.72,34.41,31.7,32.17,34.05,30.48,31.99,29.0,25.29,24.91,27.69,27.69
CME,CME,Other,240.65,256.88,262.24,277.11,290.71,275.42,280.76,265.4,265.84,264.16,278.99,269.68,269.68
CMG,CMG,Other,58.36,54.33,51.67,50.32,49.84,58.24,42.52,41.75,38.97,31.51,34.24,37.49,37.49
CMI,CMI,Other,348.21,355.97,315.36,294.88,317.24,329.62,355.84,395.23,424.65,437.71,496.15,522.03,522.03
CMS,CMS,Other,66.48,74.06,75.14,72.97,70.22,70.13,74.08,71.16,72.37,72.49,73.16,70.42,70.42
CNC,CNC,Other,64.82,58.59,60.45,59.41,54.91,56.65,25.91,29.62,35.74,34.5,37.89,41.78,41.78
CNP,CNP,Other,32.51,34.57,36.8,38.6,37.45,36.52,38.81,37.94,38.17,38.42,39.13,38.73,38.73
COF,COF,Other,200.91,196.18,178.22,180.22,191.46,215.18,207.47,223.27,213.48,221.7,220.37,247.93,247.93
COIN,Coinbase Global,Finance,284.41,205.75,174.52,201.3,246.72,335.33,314.69,303.56,346.17,330.42,259.84,236.53,236.53
COO,COO,Other,95.34,91.65,81.27,81.14,67.0,72.81,70.87,65.33,68.07,69.82,77.41,81.11,81.11
COP,ConocoPhillips,Energy,98.48,92.63,105.39,90.65,86.72,91.99,92.76,98.99,95.46,88.57,90.26,96.7,96.7
COR,COR,Other,254.43,255.38,277.41,290.43,292.07,295.33,288.35,294.85,311.77,340.93,360.12,338.87,338.87
COST,Costco Wholesale,Consumer,1005.83,1046.85,954.4,999.04,1056.85,985.96,952.52,938.82,917.34,928.04,911.96,854.5,854.5
CPAY,CPAY,Other,379.61,365.94,351.99,322.65,322.07,338.85,316.4,317.79,286.41,263.36,296.27,300.59,300.59
CPB,CPB,Other,38.13,41.29,39.9,35.89,34.25,31.69,32.33,31.46,31.99,29.91,30.59,27.71,27.71
CPRT,CPRT,Other,57.76,54.65,57.21,60.5,50.8,49.64,45.51,48.48,45.09,43.0,39.15,37.77,37.77
CPT,CPT,Other,113.5,125.53,121.92,114.83,117.83,112.97,106.95,108.58,105.59,99.99,106.06,110.17,110.17
CRH,CRH,Other,97.34,99.97,88.85,96.28,90.99,93.3,95.24,111.28,119.85,118.4,119.68,126.44,126.44
CRL,CRL,Other,161.62,163.5,145.99,116.89,135.04,154.4,166.91,161.25,170.48,178.86,176.09,202.42,202.42
CRM,Salesforce Inc,Technology,339.24,293.06,270.2,269.33,261.62,271.91,250.74,252.86,235.69,261.34,232.83,253.62,253.62
CRWD,CrowdStrike Holdings,Technology,397.57,382.73,362.38,431.88,479.17,492.07,446.66,413.5,499.96,551.92,504.13,453.58,453.58
CSCO,Cisco Systems,Technology,61.04,63.48,61.8,58.12,63.85,69.1,67.11,67.8,68.75,74.45,76.04,76.04,76.04
CSGP,CSGP,Other,76.8,75.39,79.18,76.58,73.27,81.91,94.6,88.12,83.48,69.38,68.02,65.69,65.69
CSX,CSX,Other,32.51,31.93,29.54,28.11,31.24,33.47,35.01,32.19,35.0,35.83,34.85,36.27,36.27
CTAS,CTAS,Other,202.21,207.43,207.87,209.55,226.69,224.31,221.5,205.51,203.64,182.04,185.43,184.88,184.88
CTRA,CTRA,Other,28.04,26.28,29.07,24.89,25.08,25.09,23.7,24.74,23.96,24.39,26.95,26.6,26.6
CTSH,CTSH,Other,82.9,83.51,76.45,75.23,80.27,80.44,70.59,71.78,66.53,72.73,77.43,81.28,81.28
CTVA,CTVA,Other,64.61,60.4,63.55,62.02,70.95,75.11,71.17,73.92,61.47,62.06,66.54,67.76,67.76
CVNA,CVNA,Other,251.63,219.45,212.59,251.87,331.44,338.26,367.78,366.39,395.41,332.33,375.26,400.25,400.25
CVS,CVS,Other,55.95,64.9,67.98,69.45,63.6,69.58,62.47,74.09,76.87,78.44,79.1,80.13,80.13
CVX,Chevron Corp,Energy,149.34,153.09,168.51,136.26,137.84,145.57,151.4,161.83,154.58,154.04,152.54,155.9,155.9
D,D,Other,56.32,56.87,56.26,54.83,56.77,57.65,60.41,59.14,60.9,58.49,60.8,59.24,59.24
DAL,DAL,Other,66.48,58.45,42.42,41.5,48.5,49.0,51.15,61.13,56.11,58.5,64.15,69.06,69.06
DASH,DASH,Other,190.8,198.1,182.42,196.2,212.79,238.01,248.35,244.1,267.64,242.05,205.58,219.79,219.79
DAY,DAY,Other,71.08,59.42,58.34,58.62,58.23,56.46,55.27,69.5,68.95,68.69,69.12,69.27,69.27
DD,DD,Other,31.83,32.98,31.33,27.64,27.65,29.9,29.26,31.71,32.73,34.69,39.91,40.87,40.87
DDOG,Datadog Inc,Technology,143.15,113.17,101.06,106.32,117.74,132.33,135.6,134.69,152.7,162.08,157.9,133.77,133.77
DE,DE,Industrial,467.05,465.83,478.45,480.02,507.84,508.36,500.98,476.78,451.73,461.94,468.11,466.8,466.8
DECK,DECK,Other,170.63,137.24,113.35,111.13,105.01,105.4,103.35,122.88,101.18,81.12,92.02,106.79,106.79
DELL,DELL,Other,100.09,95.56,91.96,91.95,108.08,121.73,127.32,120.96,149.68,160.11,132.09,127.8,127.8
DG,DG,Other,71.47,71.89,87.6,90.55,97.17,115.3,108.53,110.46,99.68,99.17,109.34,136.82,136.82
DGX,DGX,Other,162.47,176.95,169.28,177.32,174.4,179.33,170.85,178.7,182.07,178.84,183.77,173.79,173.79
DHI,DHI,Other,137.46,125.68,127.41,125.55,116.89,133.9,150.3,170.26,172.44,145.06,157.37,145.72,145.72
DHR,Danaher Corp,Healthcare,214.26,205.69,200.39,196.71,189.23,201.1,197.09,203.79,212.88,214.06,224.14,230.4,230.4
DIS,Walt Disney Co,Consumer,114.0,112.79,97.68,90.81,112.95,123.49,116.59,118.27,112.95,112.12,106.77,111.85,111.85
DLR,DLR,Other,161.43,155.31,146.05,161.88,172.72,171.25,172.21,162.95,171.45,171.96,156.39,155.03,155.03
DLTR,DLTR,Other,71.63,68.77,75.34,81.27,91.24,101.5,114.72,111.35,90.32,100.85,109.89,127.7,127.7
DOC,DOC,Other,20.38,20.4,20.02,17.78,17.41,17.88,16.77,17.95,19.18,17.69,18.19,16.2,16.2
DOV,DOV,Other,202.28,193.29,176.47,169.81,176.08,186.16,174.97,175.77,166.4,178.16,184.89,195.75,195.75
DOW,DOW,Other,37.38,36.06,34.61,30.53,27.2,27.83,21.79,24.41,23.05,23.23,23.84,24.27,24.27
DPZ,DPZ,Other,455.85,483.82,465.47,481.39,466.0,457.53,466.17,467.3,428.16,403.63,423.85,425.28,425.28
DRI,DRI,Other,198.67,195.91,209.54,199.86,216.85,219.6,203.49,208.06,192.4,177.57,173.94,187.21,187.21
DTE,DTE,Other,120.9,135.24,137.92,135.84,135.98,132.43,138.51,135.65,140.16,133.87,133.27,130.36,130.36
DUK,Duke Energy,Utilities,113.2,118.67,121.07,121.33,117.23,118.87,122.91,121.89,122.39,123.67,120.75,117.44,117.44
DVA,DVA,Other,177.06,143.1,151.91,140.44,134.41,146.71,138.48,136.95,132.87,119.05,119.24,114.51,114.51
DVN,DVN,Other,33.75,34.41,37.57,31.16,31.14,32.65,32.14,36.42,35.32,32.82,37.86,37.87,37.87
DXCM,DXCM,Other,87.05,85.99,67.32,70.26,85.51,83.58,79.28,74.3,66.08,60.43,63.52,66.54,66.54
EA,EA,Other,122.91,129.23,145.67,145.1,145.88,159.06,157.08,171.45,201.63,199.89,202.62,204.41,204.41
EBAY,EBAY,Other,67.18,65.22,67.8,67.67,74.53,76.1,91.74,89.89,87.58,82.77,82.73,87.06,87.06
ECL,ECL,Other,249.51,269.82,254.27,252.62,265.15,272.61,261.01,274.79,269.71,257.45,272.86,262.64,262.64
ED,ED,Other,95.62,104.02,110.06,112.56,103.86,100.78,104.44,97.2,98.17,96.64,97.88,99.99,99.99
EFX,EFX,Other,267.52,244.51,243.86,260.61,261.41,263.94,239.99,234.03,253.84,209.84,208.94,214.03,214.03
EG,EG,Other,345.27,356.1,365.41,337.38,351.74,340.87,331.34,345.35,353.53,313.45,312.09,334.48,334.48
EIX,EIX,Other,52.44,55.27,58.75,54.56,55.43,52.88,53.13,55.79,56.28,54.39,58.13,60.93,60.93
EL,EL,Other,82.77,70.18,67.87,58.89,66.65,85.11,91.04,90.79,86.2,93.25,94.71,106.76,106.76
ELV,ELV,Other,405.1,395.5,432.68,408.31,377.05,395.76,274.66,322.33,332.66,313.19,329.68,354.25,354.25
EME,EME,Other,448.4,395.73,375.5,412.52,469.55,530.88,624.67,620.41,654.92,673.52,607.78,638.65,638.65
EMR,EMR,Other,127.85,117.17,110.0,105.81,118.86,135.51,141.78,131.38,131.19,140.03,131.94,135.82,135.82
EOG,EOG Resources,Energy,126.4,120.54,129.3,111.68,111.34,121.19,116.6,126.1,111.27,105.64,109.71,107.27,107.27
EPAM,EPAM,Other,256.58,198.61,167.53,158.46,170.58,179.03,150.99,174.7,152.3,161.71,190.42,200.46,200.46
EQIX,EQIX,Other,915.0,910.58,816.95,861.97,890.49,795.38,771.75,771.56,773.95,832.84,733.28,764.11,764.11
EQR,EQR,Other,70.33,75.02,71.28,70.62,69.93,67.26,62.75,64.01,64.1,59.08,61.44,62.03,62.03
EQT,EQT,Other,52.18,48.71,53.88,50.36,56.66,55.72,52.34,52.38,56.16,55.86,60.52,53.46,53.46
ERIE,ERIE,Other,403.61,449.69,411.0,351.13,359.69,352.05,350.75,338.06,312.05,285.35,293.76,277.81,277.81
ES,ES,Other,58.5,63.01,62.09,59.08,64.92,64.55,65.55,63.7,71.6,74.36,66.55,68.06,68.06
ESS,ESS,Other,284.39,313.85,305.51,284.47,284.66,284.77,256.72,260.6,266.59,254.32,260.24,256.89,256.89
ETN,ETN,Other,315.41,278.46,276.7,301.66,318.86,355.04,381.29,343.75,373.84,386.57,339.71,327.31,327.31
ETR,ETR,Other,82.04,87.89,85.66,83.37,83.14,82.53,89.67,87.41,93.4,96.87,94.59,93.86,93.86
EVRG,EVRG,Other,64.87,69.52,69.01,68.43,66.5,69.46,71.55,71.27,76.23,77.27,75.52,73.08,73.08
EW,EW,Other,71.38,71.39,71.87,75.18,78.1,77.18,79.33,81.77,76.31,83.07,85.27,85.33,85.33
EXC,EXC,Other,40.57,44.55,45.92,46.6,43.79,43.41,44.67,43.37,45.06,46.2,45.69,43.92,43.92
EXE,EXE,Other,102.87,98.35,112.74,103.43,119.3,111.19,101.97,98.21,109.18,110.08,121.58,109.77,109.77
EXPD,EXPD,Other,110.78,118.55,122.24,109.61,111.21,117.98,114.65,120.85,121.53,122.46,146.45,151.86,151.86
EXPE,EXPE,Other,169.62,193.5,167.7,157.96,167.17,174.04,178.06,212.12,217.95,215.61,258.95,282.94,282.94
EXR,EXR,Other,152.74,153.99,147.84,148.28,152.99,150.5,139.3,140.86,141.13,131.2,131.94,130.97,130.97
F,Ford Motor Co,Consumer,9.89,9.39,9.94,10.18,9.98,11.35,10.82,11.72,12.27,13.01,13.16,13.34,13.34
FANG,FANG,Other,164.48,148.0,160.87,134.83,137.59,140.2,146.14,149.86,143.54,141.27,156.16,152.34,152.34
FAST,FAST,Other,36.86,37.19,38.81,40.35,40.91,42.86,45.44,49.19,47.72,41.04,40.15,40.44,40.44
FCX,FCX,Other,35.86,35.53,38.13,36.41,40.15,44.05,40.03,44.94,39.09,41.18,43.07,51.93,51.93
FDS,FDS,Other,469.81,458.09,457.01,429.89,456.56,450.3,391.33,368.88,286.73,264.57,277.13,284.9,284.9
FDX,FDX,Other,247.34,258.77,241.98,210.06,217.89,234.33,217.1,224.18,239.55,252.99,273.34,293.13,293.13
FE,FE,Other,40.0,39.61,40.4,42.75,41.5,40.38,43.19,43.47,45.97,46.04,46.43,45.26,45.26
FFIV,FFIV,Other,295.19,284.15,268.58,265.77,286.02,295.97,307.43,306.73,327.29,249.04,238.57,256.63,256.63
FICO,FICO,Other,1827.96,1864.88,1868.47,2001.68,1748.26,1843.18,1381.07,1504.88,1512.71,1650.51,1768.68,1643.27,1643.27
FIS,FIS,Other,81.88,72.2,74.57,77.71,79.09,82.35,78.36,68.31,66.51,62.2,66.2,65.62,65.62
FISV,FISV,Other,216.62,237.79,222.01,183.02,162.0,172.68,135.33,136.78,126.09,65.14,62.69,65.59,65.59
FITB,FITB,Other,43.57,43.05,38.93,36.09,38.08,42.44,40.91,45.57,44.35,41.53,43.77,47.71,47.71
FIX,FIX,Other,427.05,345.58,330.0,418.05,477.08,521.66,695.3,698.61,834.33,977.67,961.2,1003.64,1003.64
FOX,FOX,Other,49.19,53.45,51.77,45.87,50.58,51.59,50.73,55.62,55.95,57.32,59.34,65.96,65.96
FOXA,FOXA,Other,51.95,57.03,55.82,49.22,55.14,55.97,55.54,61.05,61.89,63.62,66.39,73.76,73.76
FRT,FRT,Other,108.23,105.48,96.99,95.26,95.44,94.21,90.61,99.14,99.64,95.68,98.32,99.03,99.03
FSLR,FSLR,Other,167.19,127.63,127.57,126.57,149.65,162.96,183.97,195.78,224.82,265.71,263.54,274.34,274.34
FTNT,FTNT,Other,100.9,106.54,96.67,104.21,102.47,102.43,97.36,76.93,85.18,87.52,81.82,77.88,77.88
FTV,FTV,Other,60.47,59.53,55.39,50.32,52.95,53.16,46.55,47.36,50.08,50.1,52.77,55.39,55.39
GD,GD,Other,256.59,254.04,274.14,271.51,275.71,294.38,310.74,324.39,340.75,341.87,332.38,343.4,343.4
GDDY,GDDY,Other,212.73,177.69,180.72,192.36,182.07,178.4,156.47,144.39,132.18,135.02,127.94,118.52,118.52
GE,General Electric,Industrial,204.11,201.96,203.79,203.61,247.48,249.02,269.38,275.39,300.88,308.62,288.45,320.75,320.75
GEHC,GEHC,Other,87.51,86.45,79.57,67.67,70.15,75.95,69.85,71.6,75.51,74.47,79.24,82.82,82.82
GEN,GEN,Other,27.0,27.64,26.74,25.6,28.36,29.8,28.79,29.5,28.12,26.28,26.28,26.07,26.07
GEV,GEV,Other,361.71,315.98,315.64,382.29,485.16,506.0,656.5,579.68,606.15,581.26,576.9,679.55,679.55
GILD,GILD,Other,98.38,115.99,111.28,103.25,108.91,111.73,113.18,112.71,111.15,122.05,124.33,121.6,121.6
GIS,GIS,Other,59.87,62.07,59.72,55.58,54.13,53.19,48.94,49.32,50.7,46.43,47.07,45.72,45.72
GL,GL,Other,122.43,128.59,132.13,117.72,122.24,124.9,137.24,139.95,140.98,130.64,132.53,138.42,138.42
GLW,GLW,Other,51.35,48.25,45.54,44.78,50.04,52.59,62.05,68.47,83.12,87.5,82.9,90.67,90.67
GM,General Motors,Consumer,47.9,47.38,47.26,45.05,47.69,52.03,52.53,58.53,61.34,68.22,72.95,80.98,80.98
GNRC,GNRC,Other,144.58,130.88,126.33,112.67,120.64,146.61,193.63,179.51,167.89,163.75,149.22,141.1,141.1
GOOG,Alphabet Inc,Technology,202.64,168.66,158.88,162.79,170.37,176.91,189.95,211.99,245.54,284.12,315.12,315.32,315.32
GOOGL,Alphabet Inc,Technology,201.23,167.01,157.07,161.3,169.03,175.84,189.13,211.35,244.9,283.72,314.89,315.15,315.15
GPC,GPC,Other,115.92,124.0,118.45,117.0,128.27,125.34,128.3,136.03,138.17,123.61,129.95,124.0,124.0
GPN,GPN,Other,110.67,103.05,98.44,76.58,74.91,81.97,78.04,86.99,85.12,77.1,76.24,75.53,75.53
GRMN,GRMN,Other,215.49,226.22,217.57,186.78,202.95,211.13,218.73,234.29,255.18,210.54,196.88,202.44,202.44
